id,Business_Name,Address,Rating,Total_Reviews,Lat,Lng,URL,User_Name,User_URL,User_Title,User_Avatar,User_Reviews,Publish_date,Stars,Stars_External,Source,Review,Review_Photos,Owner_Response
3533,Manipal Hospitals,"98, HAL Old Airport Rd, Kodihalli, Bengaluru, Karnataka 560017",4.1,"-3,498",12.9583911,77.6488364,"https://www.google.com/maps/place/Manipal+Hospitals/@12.9583911,77.6466477,17z/data=!4m10!1m2!2m1!1smanipal+hospital!3m6!1s0x3bae13c0c0c6206b:0x12d8d4c39197c7dd!8m2!3d12.9583911!4d77.6488364!9m1!1b1?hl=en",Chiranjib Sen,https://www.google.com/maps/contrib/111383688458510087463?hl=en-IN,,,2 reviews,2 months ago,5 stars,,,Hi good  Morning. I am chiranjib .this is my 1st visit in manipal hospital.i came for my wife checkup. Dr Siveshankar.i like that dr n there is gayeding  one madam is there her name was papaya.she was help me lot...I fell happy  to came this hospital...thank u papaya...,,"Hi, thanks for leaving us such a wonderful review. We are glad that you loved the experience with us and our staff will definitely be happy to read this. We put customer experience and satisfaction is our priority, and your review reaffirms that hard work. Thank you for your kind words once again."
3532,Manipal Hospitals,"98, HAL Old Airport Rd, Kodihalli, Bengaluru, Karnataka 560017",4.1,"-3,498",12.9583911,77.6488364,"https://www.google.com/maps/place/Manipal+Hospitals/@12.9583911,77.6466477,17z/data=!4m10!1m2!2m1!1smanipal+hospital!3m6!1s0x3bae13c0c0c6206b:0x12d8d4c39197c7dd!8m2!3d12.9583911!4d77.6488364!9m1!1b1?hl=en",chandrasekar t,https://www.google.com/maps/contrib/118215426495781623176?hl=en-IN,,,1 review,2 months ago,5 stars,,,"Bed not 1035e Mr. Dinesh Kumar under Dr. Boppanna excellent service by all staff.
Bro Maharaja ,preetham, sist Nandhin, Kumari pcc all very good caring well ,thanks for all staff.",,"Hi, thanks for leaving us such a wonderful review. We are glad that you loved the experience with us and our staff will definitely be happy to read this. We put customer experience and satisfaction is our priority, and your review reaffirms that hard work. Thank you for your kind words once again."
3531,Manipal Hospitals,"98, HAL Old Airport Rd, Kodihalli, Bengaluru, Karnataka 560017",4.1,"-3,498",12.9583911,77.6488364,"https://www.google.com/maps/place/Manipal+Hospitals/@12.9583911,77.6466477,17z/data=!4m10!1m2!2m1!1smanipal+hospital!3m6!1s0x3bae13c0c0c6206b:0x12d8d4c39197c7dd!8m2!3d12.9583911!4d77.6488364!9m1!1b1?hl=en",Madhu Geetha,https://www.google.com/maps/contrib/103467451317856241664?hl=en-IN,,,1 review,2 months ago,5 stars,,,1034i Ms. Drakshyanamma under Dr. Suresh all staff service was fine.,,"Hi, We aim to deliver the highest quality patient care and we would love to hear about these positive experiences. Thanks for sharing this feedback with us.!"
3530,Manipal Hospitals,"98, HAL Old Airport Rd, Kodihalli, Bengaluru, Karnataka 560017",4.1,"-3,498",12.9583911,77.6488364,"https://www.google.com/maps/place/Manipal+Hospitals/@12.9583911,77.6466477,17z/data=!4m10!1m2!2m1!1smanipal+hospital!3m6!1s0x3bae13c0c0c6206b:0x12d8d4c39197c7dd!8m2!3d12.9583911!4d77.6488364!9m1!1b1?hl=en",sahidul aliq,https://www.google.com/maps/contrib/112989244307344502682?hl=en-IN,,,1 review,2 months ago,5 stars,,,"1109b we are sooo happy with servicesdoctorsvCare awesome and Sister Bini care is excelle. ThanksYou so much for YourService.  Patient care co ordinator Ms sandhya was helping us till my dicharge, appreciated HerHelp.",,"Hi, thanks for leaving us such a wonderful review. We are glad that you loved the experience with us and our staff will definitely be happy to read this. We put customer experience and satisfaction is our priority, and your review reaffirms that hard work. Thank you for your kind words once again."
3529,Manipal Hospitals,"98, HAL Old Airport Rd, Kodihalli, Bengaluru, Karnataka 560017",4.1,"-3,498",12.9583911,77.6488364,"https://www.google.com/maps/place/Manipal+Hospitals/@12.9583911,77.6466477,17z/data=!4m10!1m2!2m1!1smanipal+hospital!3m6!1s0x3bae13c0c0c6206b:0x12d8d4c39197c7dd!8m2!3d12.9583911!4d77.6488364!9m1!1b1?hl=en",Kanthasamy Kanthasamy,https://www.google.com/maps/contrib/107204083523348362356?hl=en-IN,,,1 review,a month ago,5 stars,,,1033k Mr. Kavursu under Dr. Ashwini and Dr. And Dr. Padmasundaram service was good,,"Hi, thanks for leaving us such a wonderful review. We are glad that you loved the experience with us and our staff will definitely be happy to read this. We put customer experience and satisfaction is our priority, and your review reaffirms that hard work. Thank you for your kind words once again."
3528,Manipal Hospitals,"98, HAL Old Airport Rd, Kodihalli, Bengaluru, Karnataka 560017",4.1,"-3,498",12.9583911,77.6488364,"https://www.google.com/maps/place/Manipal+Hospitals/@12.9583911,77.6466477,17z/data=!4m10!1m2!2m1!1smanipal+hospital!3m6!1s0x3bae13c0c0c6206b:0x12d8d4c39197c7dd!8m2!3d12.9583911!4d77.6488364!9m1!1b1?hl=en",vijay daddenavar,https://www.google.com/maps/contrib/109312716795820511237?hl=en-IN,,,3 reviews,2 months ago,5 stars,,,"Bed no 761, patient name NEHA under dr amit Rauthan ., staff service is excellent., only thing is THERE IS NO CO ORDINATION TO GET OPD APPOINTMENT.,",,"Hi, thanks for leaving us such a wonderful review. We are glad that you loved the experience with us and our staff will definitely be happy to read this. We put customer experience and satisfaction is our priority, and your review reaffirms that hard work. Thank you for your kind words once again."
3527,Manipal Hospitals,"98, HAL Old Airport Rd, Kodihalli, Bengaluru, Karnataka 560017",4.1,"-3,498",12.9583911,77.6488364,"https://www.google.com/maps/place/Manipal+Hospitals/@12.9583911,77.6466477,17z/data=!4m10!1m2!2m1!1smanipal+hospital!3m6!1s0x3bae13c0c0c6206b:0x12d8d4c39197c7dd!8m2!3d12.9583911!4d77.6488364!9m1!1b1?hl=en",Vinay Balakrishnan,https://www.google.com/maps/contrib/104245369943690313624?hl=en-IN,,,2 reviews,4 months ago,5 stars,,,"A hospital which makes u comfortable with its treatment, medical and customer service facilities.

Highly recommended in Bangalore.",,We aim to deliver the highest quality patient care and we would love to hear about these positive experiences. Thanks for sharing this feedback with us.!
3526,Manipal Hospitals,"98, HAL Old Airport Rd, Kodihalli, Bengaluru, Karnataka 560017",4.1,"-3,498",12.9583911,77.6488364,"https://www.google.com/maps/place/Manipal+Hospitals/@12.9583911,77.6466477,17z/data=!4m10!1m2!2m1!1smanipal+hospital!3m6!1s0x3bae13c0c0c6206b:0x12d8d4c39197c7dd!8m2!3d12.9583911!4d77.6488364!9m1!1b1?hl=en",Roopa Honnaswamy,https://www.google.com/maps/contrib/114208456867996287957?hl=en-IN,,,1 review,2 months ago,5 stars,,,"I was recently diagnosed with Jugular Paraganglioma - a benign tumour in the ear in Nov 2019.

 Our quest for a surgeon for skull based, middle ear surgeries ended with Dr. Sampath Chandra Prasad Rao.

The morbidity associated with the …",,"Hi, thanks for leaving us such a wonderful review. We are glad that you loved the experience with us and our staff will definitely be happy to read this. We put customer experience and satisfaction is our priority, and your review reaffirms that hard work. Thank you for your kind words once again."
3525,Manipal Hospitals,"98, HAL Old Airport Rd, Kodihalli, Bengaluru, Karnataka 560017",4.1,"-3,498",12.9583911,77.6488364,"https://www.google.com/maps/place/Manipal+Hospitals/@12.9583911,77.6466477,17z/data=!4m10!1m2!2m1!1smanipal+hospital!3m6!1s0x3bae13c0c0c6206b:0x12d8d4c39197c7dd!8m2!3d12.9583911!4d77.6488364!9m1!1b1?hl=en",Ritika Singh,https://www.google.com/maps/contrib/110382142329512921537?hl=en-IN,,,1 review,2 months ago,5 stars,,,Anand Shankar is a very skillful physiotherapist.One of it’s kind and talent.Very good in finding tigger points and acupuncture techniques,,"Hi, thanks for leaving us such a wonderful review. We are glad that you loved the experience with us and our staff will definitely be happy to read this. We put customer experience and satisfaction is our priority, and your review reaffirms that hard work. Thank you for your kind words once again."
3524,Manipal Hospitals,"98, HAL Old Airport Rd, Kodihalli, Bengaluru, Karnataka 560017",4.1,"-3,498",12.9583911,77.6488364,"https://www.google.com/maps/place/Manipal+Hospitals/@12.9583911,77.6466477,17z/data=!4m10!1m2!2m1!1smanipal+hospital!3m6!1s0x3bae13c0c0c6206b:0x12d8d4c39197c7dd!8m2!3d12.9583911!4d77.6488364!9m1!1b1?hl=en",Yaseen S 143,https://www.google.com/maps/contrib/103300103178438488197?hl=en-IN,,,1 review,2 months ago,5 stars,,,1035b Mr. Yaseen Nadaf admit undress Dr bharat have good serivesv by all staff  excellent,,"Hi, thanks for leaving us such a wonderful review. We are glad that you loved the experience with us and our staff will definitely be happy to read this. We put customer experience and satisfaction is our priority, and your review reaffirms that hard work. Thank you for your kind words once again."
